['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepallength', 'sepalwidth', 'petallength', 'petalwidth', 'class']
MAKE TREE: 
train data on this node: 
['class']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
 
No more features
Feature value:  5-6
Train data before subdividing it: 
['sepallength', 'sepalwidth', 'class']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['4-5', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
Subdata: 
[['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-versicolor'], ['5-6', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica'], ['5-6', '>2', 'Iris-virginica']]
Subdata before dropping featured column
['sepallength', 'sepalwidth', 'class']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
Subdata after dropping featured column
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
 
FIND MOST INFORMATIVE FEATURE: 
 

CALC INFO GAIN: 
Feature Name:sepalwidth
Train Data: 
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
Label: class
Class List: 
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
Feature Value List
['>2']
Train Data que contém >2:
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
15
[['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor']]

 Count de entradas com label Iris-virginica: 
7
[['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica']]
Feature value:  >2
Feature info gain:  0.9023932827949788

CALCULATE TOTAL ENTROPY: 
 
Iris-setosa
Total Class Count: 0
Total Class Entropy: 0
Iris-versicolor
Total Class Count: 15
Total Class Entropy: 0.37673251570144006
Iris-virginica
Total Class Count: 7
Total Class Entropy: 0.5256607670935387
Total Entropy: 
0.9023932827949788
VALOR DE sepalwidth: 
0.0
Max info gain:  sepalwidth
BEGINNING THE TREE MAKING PROCESS:
Max info feature:  sepalwidth
Feature value list:  ['>2']
Feature value:  >2
Train data before subdividing it: 
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
Subdata: 
[['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-versicolor'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica'], ['>2', 'Iris-virginica']]
Subdata before dropping featured column
['sepalwidth', 'class']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-versicolor']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
Subdata after dropping featured column
['class']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
MAKE TREE: 
train data on this node: 
['class']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-versicolor']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
['Iris-virginica']
 
No more features
Feature value:  4-5
Train data before subdividing it: 
['sepallength', 'sepalwidth', 'class']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['4-5', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
Subdata: 
[['4-5', '>2', 'Iris-virginica']]
Subdata before dropping featured column
['sepallength', 'sepalwidth', 'class']
['4-5', '>2', 'Iris-virginica']
Subdata after dropping featured column
['sepalwidth', 'class']
['>2', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepalwidth', 'class']
['>2', 'Iris-virginica']
 
All rows have same class
Feature value:  >7
Train data before subdividing it: 
['sepallength', 'sepalwidth', 'class']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['6-7', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-versicolor']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['4-5', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['6-7', '>2', 'Iris-virginica']
['5-6', '>2', 'Iris-virginica']
Subdata: 
[['>7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica'], ['>7', '>2', 'Iris-virginica']]
Subdata before dropping featured column
['sepallength', 'sepalwidth', 'class']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
['>7', '>2', 'Iris-virginica']
Subdata after dropping featured column
['sepalwidth', 'class']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepalwidth', 'class']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
['>2', 'Iris-virginica']
 
All rows have same class
Feature value:  2-3
Train data before subdividing it: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
Subdata: 
[['6-7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['5-6', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica']]
Subdata before dropping featured column
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
